raw_name_translated,url,title
Bone age - hands and others	https://loinc.org/85151-9/	LOINC 85151-9 — XR Bone age
Right forearm	https://loinc.org/LP7249-8/	LOINC LP7249-8 — Forearm
CT ANGIO head C- and C + (2 manip.)	https://loinc.org/90352-6/	LOINC 90352-6 — CT Head and CT Brain for perfusion and ...
Peripheral venous doppler single lower limb	https://loinc.org/30881-7/	LOINC 30881-7 — US.doppler Lower extremity vein
Lumbar puncture angio	https://loinc.org/87088-1/	LOINC 87088-1 — Guidance for puncture of Lumbar spine
Image manipulation 3 quarters of an hour	https://hl7.org/fhir/2017Jan/v3/ObservationType/vs.html	ObservationType - FHIR v1.8.0 - HL7.org
Transhepatic cholangiography	https://loinc.org/	LOINC: Home
Angio Biopsy / Bone cytology	https://loinc.org/66119-9/	LOINC 66119-9 — Bone marrow Pathology biopsy report ...
Complete abdominal and pelvic echo	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
MRI col. lumbar without contrast	https://loinc.org/30679-5/	LOINC 30679-5 — MR Lumbar spine WO contrast
Basin -2 incidences	https://cord.distantreader.org/carrels/test-small/etc/reader.txt	key: cord- -u a pav authors: richards, g p title: enteric virus ...
Cancellation of examination with report	https://loinc.org/kb/license/	Knowledge Base – LOINC
Mammo setting up harpoon right breast	https://loinc.org/86359-7/	LOINC 86359-7 — Diagnostic mammogram and ultrasound ...
Third right toe	https://loinc.org/	LOINC: Home
Percutaneous cholecystostomy for external drainage	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5088094/	Biliary Interventions: Percutaneous Cholecystostomy ... - NCBI
Left mammogram DIAGNOSIS	https://loinc.org/26347-5/	LOINC 26347-5 — MG Breast - left Diagnostic
Renal doppler (uni or bilateral)	https://loinc.org/86414-0/	LOINC 86414-0 — RFA Renal arteries - unilateral Views W ...
MRI col. dorsal and lumbar without contrast	https://loinc.org/30679-5/	LOINC 30679-5 — MR Lumbar spine WO contrast
Facet block 5 sites	https://loinc.org/	LOINC: Home
CT virtual colonoscopy (PA and PA)	https://loinc.org/72531-7/	LOINC 72531-7 — CT Colon and Rectum W contrast IV and W ...
CT cai or mastoids without contrast	https://loinc.org/30799-1/	LOINC 30799-1 — CT Head WO contrast
Mammo radio biopsy piece	https://loinc.org/39154-0/	LOINC 39154-0 — FFD mammogram Breast - bilateral ...
Right and left hemithorax	https://loinc.org/	LOINC: Home
MRI Angio head without contrast (1 manip.)	https://loinc.org/36857-1/	LOINC 36857-1 — MRA Head vessels WO and W contrast IV
Abdominal echo for inflammatory disease	https://loinc.org/	LOINC: Home
Simple abdomen	https://loinc.org/80271-0/	LOINC 80271-0 — Physical findings of Abdomen by Palpation
Left shoulder	https://loinc.org/26383-0/	LOINC 26383-0 — XR Shoulder - left 3 Views
Angio exerese catheters other than Port-a-cath	https://loinc.org/	LOINC: Home
MRI col. lumbar without and with contrast	https://loinc.org/30679-5/	LOINC 30679-5 — MR Lumbar spine WO contrast
Left ankle	https://loinc.org/60698-8/	LOINC 60698-8 — Isolated left ankle movement [TIMP]
Skeletal study -pediatrics	https://loinc.org/38269-7/	LOINC 38269-7 — Study report Skeletal system DXA
Echo borderline examination (poplite cyst, tear ...)	https://loinc.org/	LOINC: Home
MRI breasts without and with contrast	https://loinc.org/36277-2/	LOINC 36277-2 — MR Breast - bilateral WO and W contrast IV
Unilateral tomosynthesis with tomo	https://loinc.org/86462-9/	LOINC 86462-9 — DBT Breast - unilateral
MRI prostate without and with contrast	https://loinc.org/36389-5/	LOINC 36389-5 — MR Prostate WO and W contrast IV
Scopy Joint puncture or bursa	https://loinc.org/	LOINC: Home
Chest echo drainage	https://loinc.org/	LOINC: Home
CT of the sacroiliac joints without contrast	https://loinc.org/36501-5/	LOINC 36501-5 — CT Sacroiliac Joint WO contrast
Unilateral tomosynthesis (basic examination)	https://loinc.org/86462-9/	LOINC 86462-9 — DBT Breast - unilateral
Right hemithorax	https://loinc.org/	LOINC: Home
Crane 4 or more bearings	https://loinc.org/	LOINC: Home
Scopy 15 minutes WITHOUT IMAGE (+ 07-11 as needed)	https://loinc.org/	LOINC: Home
Selective renal angio	https://loinc.org/86414-0/	LOINC 86414-0 — RFA Renal arteries - unilateral Views W ...
Bilateral mammogram DIAGNOSIS	https://loinc.org/39154-0/	LOINC 39154-0 — FFD mammogram Breast - bilateral ...
Ureteral dilatation unilat./inst. double J (SOP)	https://loinc.org/	LOINC: Home
Peripheral angio arterio	https://loinc.org/8893-0/	LOINC 8893-0 — Heart rate Peripheral artery by palpation
Peripheral arterial doppler single lower limb.	https://loinc.org/39421-3/	LOINC 39421-3 — US.doppler Lower extremity artery - bilateral
CT Bone biopsy / cytology	https://loinc.org/43567-7/	LOINC 43567-7 — CT Guidance for deep biopsy of Bone
Mammo by inc.compl. (profile, ax ...) PQDCS	https://loinc.org/LL3198-0/	LOINC LL3198-0 — High risk|Intermediate risk|Low risk ...
MRI col. dorsal and lumbar C- and C +	https://loinc.org/38061-8/	LOINC 38061-8 — MR Spine Cervical and Spine Thoracic ...
Mammo positioning harpoon left breast	https://loinc.org/42169-3/	LOINC 42169-3 — FFD mammogram Breast - left Diagnostic
Back column	https://loinc.org/get-started/loinc-term-basics/	LOINC Term Basics – LOINC
Echo obst. 0 to 12 weeks multiple pregnancy study	https://loinc.org/80836-0/	LOINC 80836-0 — US for multiple gestation pregnancy in ...
Left middle finger - 3rd finger	https://loinc.org/37524-6/	LOINC 37524-6 — XR Finger third - left Views
Tomography	https://loinc.org/24725-4/	LOINC 24725-4 — CT Head
Right little finger -5th finger	https://loinc.org/8562-1/	LOINC 8562-1 — Little finger arteries - right Systolic blood ...
Percutane angio drainage ext. Biliary	https://loinc.org/	LOINC: Home
MRI pelvis or pelvis without and with contrate	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Selective right carotid angio	https://loinc.org/37590-7/	LOINC 37590-7 — RFA Common carotid artery - right Views ...
Assessment of the lower limbs (goniometry)	https://loinc.org/	LOINC: Home
Cine deglutition -pharynx and esophagus	https://www.science.gov/topicpages/a/anatomic+subsites+results	anatomic subsites results: Topics by Science.gov
Eye searching for foreign bodies	https://loinc.org/25073-8/	LOINC 25073-8 — RFA Guidance for removal of foreign body ...
Additional bilateral NA images	https://loinc.org/	LOINC: Home
Facet block 3 sites	https://loinc.org/	LOINC: Home
Angio-drainage cyst or abdominal abscess	https://loinc.org/35884-6/	LOINC 35884-6 — CT Guidance for drainage of abscess and ...
C- joint image manipulation	https://loinc.org/	LOINC: Home
MRI rectum without and with contrast	https://loinc.org/72531-7/	LOINC 72531-7 — CT Colon and Rectum W contrast IV and W ...
Lumbar spine CT with contrast	https://loinc.org/79081-6/	LOINC 79081-6 — CT Lumbar spine by reconstruction WO ...
MRI left lower limb without contrast	https://loinc.org/44128-7/	LOINC 44128-7 — MRA Lower extremity vessels WO and W ...
Single-contrast barium enema	https://loinc.org/44227-7/	LOINC 44227-7 — RF Colon Views W barium contrast PR
Left thumb -1st finger	https://loinc.org/65696-7/	LOINC 65696-7 — Finger taps - left [UPDRS]
Arthro and right shoulder infiltration	https://loinc.org/	LOINC: Home
Sternum	https://loinc.org/LP30315-3/	LOINC LP30315-3 — Sternum
Right Femur	https://loinc.org/37690-5/	LOINC 37690-5 — XR Femur - right 2 Views
Echo obst. 13 weeks and more - 1 fetus	https://loinc.org/11449-6/	LOINC 11449-6 — Pregnancy status - Reported
Contrast abdomen and pelvic CT	https://loinc.org/36813-4/	LOINC 36813-4 — CT Abdomen and Pelvis W contrast IV
CT orbits with contrast	https://loinc.org/89845-2/	LOINC 89845-2 — CT Head and Orbit - bilateral WO and W ...
Echo left breast (including armpit)	https://loinc.org/42169-3/	LOINC 42169-3 — FFD mammogram Breast - left Diagnostic
Echo abd. and pelv. for appendicitis and research	https://loinc.org/	LOINC: Home
CT upper left limb without contrast	https://loinc.org/36336-6/	LOINC 36336-6 — CT Upper extremity - right WO and W ...
Localized peripheral doppler / frequency analysis	https://loinc.org/30881-7/	LOINC 30881-7 — US.doppler Lower extremity vein
MRI head without and with contrast	https://loinc.org/24587-8/	LOINC 24587-8 — MR Brain WO and W contrast IV
MRI col. cervical without contrast	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Right index finger -2nd finger	https://loinc.org/24706-4/	LOINC 24706-4 — XR Finger Views
CT cyst or abdominal abscess drainage	https://loinc.org/35884-6/	LOINC 35884-6 — CT Guidance for drainage of abscess and ...
MRI col. cervico-dorso-lumbar C-	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
MRI col. cervical without and with contrast	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
MRI right knee without contrast	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Chest MRI without and with contrast	https://loinc.org/91525-6/	LOINC 91525-6 — MR Chest and Abdomen and Pelvis WO ...
CT pulmonary embolism (1 manip.)	https://loinc.org/88322-3/	LOINC 88322-3 — CT Chest W contrast IV and CT angiogram ...
CT lower right limb with contrast	https://loinc.org/36540-3/	LOINC 36540-3 — CT Lower leg - right WO contrast
Echo eval. growth retardation -1 fetus 25 weeks and +		
TDM ANGIO upper limb (2 manip.)	https://loinc.org/36786-2/	LOINC 36786-2 — MRA Upper extremity veins - left
Venous doppler superior bilateral study	https://loinc.org/39496-5/	LOINC 39496-5 — US.doppler Upper extremity vein - bilateral
CE Rech and local Foreign body	https://www.fda.gov/industry/structured-product-labeling-resources/section-headings-loinc	Section Headings (LOINC) | FDA
Right and left breast echo (including armpit)	https://loinc.org/46354-7/	LOINC 46354-7 — FFD mammogram Breast - right Screening
Obstetric echo 32 to 35 weeks	https://loinc.org/	LOINC: Home
CT ANGIO lower limb (2 manip.)	https://loinc.org/89626-6/	LOINC 89626-6 — CTA Abdominal, Pelvis and Lower ...
Full abdominal echo	https://loinc.org/30704-1/	LOINC 30704-1 — US Abdomen limited
Sphincterotomy	https://loinc.org/	LOINC: Home
MRI Angio head and neck C- (1 manip.)	https://loinc.org/36857-1/	LOINC 36857-1 — MRA Head vessels WO and W contrast IV
Mammo screening 50-69 years PQDCS	https://loinc.org/24606-6/	LOINC 24606-6 — MG Breast Screening
Thoracic ANGIO CT (2 manip.)	https://loinc.org/87847-0/	LOINC 87847-0 — CT Chest WO and CT angiogram Coronary ...
Right shoulder blade	https://loinc.org/LP7584-8/	LOINC LP7584-8 — Shoulder
MRI left lower limb without and with contrast	https://loinc.org/36539-5/	LOINC 36539-5 — MR Lower leg - left WO contrast
Echo obst. 0 to 12 weeks endovaginal	https://loinc.org/11778-8/	LOINC 11778-8 — Delivery date Estimated
Bilateral ureteral dilation / inst. double J	https://loinc.org/	LOINC: Home
Right breast trocar biopsy echo	https://loinc.org/30651-4/	LOINC 30651-4 — US Guidance for percutaneous biopsy.core ...
First left toe	https://loinc.org/71585-4/	LOINC 71585-4 — Exam finding location Extremity NEMSIS
Facet block 2 sites	https://loinc.org/	LOINC: Home
Sinus 3 incidences or less	https://loinc.org/sars-coronavirus-2/	Guidance for mapping to SARS-CoV-2 LOINC terms – LOINC
CT abdomen without contrast	https://loinc.org/36424-0/	LOINC 36424-0 — CT Abdomen WO contrast
Left elbow	https://loinc.org/41826-9/	LOINC 41826-9 — XR Elbow - left Limited Views
MRI left shoulder without and with contrast	https://loinc.org/38834-8/	LOINC 38834-8 — MR Shoulder - left WO contrast
Scopy 15 minutes WITHOUT IMAGE (+ 07-11 if necessary)	https://loinc.org/	LOINC: Home
Effortless heart ultrasound	https://loinc.org/	LOINC: Home
Fourth right toe	https://loinc.org/38150-9/	LOINC 38150-9 — XR Toe fourth - right Views
CT head without and with contrast	https://loinc.org/24726-2/	LOINC 24726-2 — CT Head WO and W contrast IV
Angio endovenous filter removal	https://loinc.org/87093-1/	LOINC 87093-1 — Guidance for removal of venous filter from ...
Angio Biopsy / Kidney Cytology	https://loinc.org/42279-0/	LOINC 42279-0 — CT Guidance for biopsy of Kidney
Polytrauma CT	https://loinc.org/	LOINC: Home
First right toe	https://loinc.org/	LOINC: Home
MRI abdomen without and with contrast	https://loinc.org/30668-8/	LOINC 30668-8 — MR Abdomen WO contrast
Single contrast barite meal	https://loinc.org/	LOINC: Home
Limited abdomen echo	https://loinc.org/30704-1/	LOINC 30704-1 — US Abdomen limited
Esophagus (gorgee barytee)	https://loinc.org/	LOINC: Home
Angio-drainage of ascites	https://loinc.org/	LOINC: Home
Right hand and wrist	https://loinc.org/51388-7/	LOINC 51388-7 — XR Wrist - right and Hand - right Views
Angio Biopsy / hepatic cytology	https://loinc.org/24816-1/	LOINC 24816-1 — US Guidance for biopsy of Liver
MRI sella turcica without and with contrast	https://loinc.org/42392-1/	LOINC 42392-1 — MR Brain and Pituitary and Sella turcica ...
Echo testicles - (always both testicles)	https://loinc.org/26271-7/	LOINC 26271-7 — US Scrotum and Testicle - bilateral
Fistulography	https://loinc.org/	LOINC: Home
Right ankle	https://loinc.org/51394-5/	LOINC 51394-5 — XR Ankle and Foot - right Views
Echo Biopsy trocar additional site same side	https://loinc.org/	LOINC: Home
CT angio other region	https://loinc.org/87847-0/	LOINC 87847-0 — CT Chest WO and CT angiogram Coronary ...
Left leg	https://loinc.org/LL1566-0/	LOINC LL1566-0 — PhenX13_43_body part / Left arm or ...
Echo eval. growth retardation -2 fetus 25 weeks and +	https://aspe.hhs.gov/transcript-july-24-2002-ncvhs-workgroup-national-health-infomration-infrastructure	Transcript of the July 24, 2002 NCVHS Workgroup on National ...
Echo biopsy breast (trocar) subsequent sites	https://loinc.org/37912-3/	LOINC 37912-3 — US Guidance for biopsy of Breast - bilateral
Additional unilat DX	https://loinc.org/	LOINC: Home
Right and left breast echo and trocat biopsies	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
MRI left lower limb without contrast	https://loinc.org/44128-7/	LOINC 44128-7 — MRA Lower extremity vessels WO and W ...
MRI orbits without and with contrast	https://loinc.org/24851-8/	LOINC 24851-8 — MR Orbit - bilateral WO and W contrast IV
MRI left shoulder without contrast	https://loinc.org/38834-8/	LOINC 38834-8 — MR Shoulder - left WO contrast
CT cyst or thoracic abscess drainage	https://loinc.org/75752-6/	LOINC 75752-6 — CT Guidance for drainage of abscess and ...
Pelvic CT scan with contrast	https://loinc.org/24866-6/	LOINC 24866-6 — CT Pelvis W contrast IV
Bilateral tomosynthesis with tomo	https://loinc.org/72142-3/	LOINC 72142-3 — DBT Breast - bilateral screening
Bilateral tomosynthesis PQDCS (50-69) with tomo	https://loinc.org/72142-3/	LOINC 72142-3 — DBT Breast - bilateral screening
Echo obst. 13 weeks and more - 2 fetuses	https://loinc.org/LL1236-0/	LOINC LL1236-0 — PhenX10_47_this pregnancy outcome ...
Right foot with weight bearing - add mod 06-11	https://loinc.org/	LOINC: Home
CT of temporomaxillary joints	https://loinc.org/37267-2/	LOINC 37267-2 — CT Temporomandibular joint WO and W ...
MRI cholangiography with contrast	https://loinc.org/72248-8/	LOINC 72248-8 — MRCP Abdomen WO and W contrast IV
MRI col. cervical and dorsal without contrast	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Coccyx	https://loinc.org/LP29911-2/	LOINC LP29911-2 — Coccyx
Angio other drainage	https://loinc.org/	LOINC: Home
Pancreatography	https://loinc.org/	LOINC: Home
Thyroid echo + biopsy	https://loinc.org/25009-2/	LOINC 25009-2 — US Guidance for biopsy of Thyroid gland
Angio arterial closure (angio-seal)	https://www.terumois.com/products/closure/angio-seal-vascular-closure-devices/angio-seal.html	ANGIO-SEAL® VIP Vascular Closure Device
Scopy Lumbar puncture	https://loinc.org/get-started/loinc-term-basics/	LOINC Term Basics – LOINC
Facial mass 3 incidences or less	https://loinc.org/	LOINC: Home
Right hip	https://loinc.org/	LOINC: Home
Echo setting up harpoon right breast	https://loinc.org/81163-8/	LOINC 81163-8 — US Guidance for needle localization Breast ...
Right wrist	https://loinc.org/26171-9/	LOINC 26171-9 — XR Wrist - right Views
Percutaneous transhepatic angio cholangio	https://en.wikipedia.org/wiki/Percutaneous_transhepatic_cholangiography	Percutaneous transhepatic cholangiography - Wikipedia
Echo face and / or neck	https://loinc.org/	LOINC: Home
Angio drainage cyst or thoracic abscess	https://loinc.org/89719-9/	LOINC 89719-9 — CT Guidance for drainage of abscess and ...
Bilateral lower limb CT	https://loinc.org/89925-2/	LOINC 89925-2 — CT Pelvis and Lower extremity - bilateral ...
Massive facial CT without contrast	https://loinc.org/30801-5/	LOINC 30801-5 — CT Maxillofacial region W contrast IV
Bilateral ureteral dilatation / inst. double J (SOP)	https://loinc.org/	LOINC: Home
Acromioclavicular joints	https://loinc.org/LG38174-5/	LOINC LG38174-5 — XR|Acromioclavicular joint|Views^WO ...
Cervical spine 4 or more views	https://loinc.org/83023-2/	LOINC 83023-2 — XR Cervical spine 4 or 5 Views
Lower jaw	https://loinc.org/32915-1/	[Length] {Tooth}.{probe site}.{surface}+ - LOINC
Uretrography or retrograde cystography (SOP)	https://loinc.org/	LOINC: Home
MRI head with contrast	https://loinc.org/24587-8/	LOINC 24587-8 — MR Brain WO and W contrast IV
L breast enlargement by mass PQDCS	https://loinc.org/85319-2/	LOINC 85319-2 — HER2 [Presence] in Breast cancer ...
Lumbar spine 5 or more incidences	https://loinc.org/30797-5/	LOINC 30797-5 — XR Lumbar spine 5 Views
Thorax-abdomen-pelvic CT scan without and with contrast	https://loinc.org/79098-0/	LOINC 79098-0 — CT Chest and Abdomen and Pelvis 3D ...
Left index finger -2nd finger	https://loinc.org/60693-9/	LOINC 60693-9 — Individual left finger movement [TIMP]
Arthro and other joint infiltration	https://loinc.org/	LOINC: Home
Thorax - abdomen - pelvic CT scan with contrast	https://loinc.org/72253-8/	LOINC 72253-8 — CT Chest and Abdomen and Pelvis WO ...
Left hand and wrist	https://loinc.org/51392-9/	LOINC 51392-9 — XR Wrist - left and Hand - left Views
CT scan	https://loinc.org/24725-4/	LOINC 24725-4 — CT Head
Basin -3 incidences or more	https://www.bartoc.org/es/browse?shs_term_node_tid_depth=All&shs_term_node_tid_depth_1=All&shs_term_node_tid_depth_2=10746&shs_term_node_tid_depth_3=All&shs_term_node_tid_depth_4=All&field_format_tid=All&page=110	Basel Register of Thesauri, Ontologies & Classifications - BARTOC.org
Right clavicle	https://loinc.org/	LOINC: Home
Angio verification catheter position not vasc.	https://loinc.org/78949-5/	LOINC 78949-5 — Catheterization and angiography ...
Coral stone extraction (and dilation)	https://loinc.org/prerelease/	LOINC Prerelease Terms – LOINC
CT abdomen and pelvic without contrast	https://loinc.org/36952-0/	LOINC 36952-0 — CT Abdomen and Pelvis WO contrast
Left little finger -5th finger	https://loinc.org/LP7398-3/	LOINC LP7398-3 — Little finger arteries Left
CT cervical spine without contrast	https://loinc.org/30592-0/	LOINC 30592-0 — CT Cervical spine WO contrast
Echo Biopsy / Ganglion cytology	https://loinc.org/	LOINC: Home
Left ring finger - 4th finger	https://loinc.org/	LOINC: Home
Angio exerese cath. non-vascular (drains)	https://loinc.org/	LOINC: Home
Presence sop without fluoroscopy without image	https://loinc.org/fhir/	LOINC FHIR Terminology Server – LOINC
Radiofrequency thermoablation - 1st target	https://loinc.org/	LOINC: Home
Additional bilateral DX	https://loinc.org/	LOINC: Home
MRI art. sacroiliac without contrast	https://loinc.org/36376-2/	LOINC 36376-2 — MR Sacroiliac Joint WO and W contrast IV
Left mammogram (localized) by diagnostic mass	https://loinc.org/LG41854-7/	LOINC LG41854-7 — Region imaged: Breast
Doppler gate system	https://loinc.org/30881-7/	LOINC 30881-7 — US.doppler Lower extremity vein
Angio Joint puncture or bursa	https://loinc.org/	LOINC: Home
Left upper limb surface echo	https://loinc.org/39500-4/	LOINC 39500-4 — US.doppler Upper extremity artery - left
Arthro left shoulder	https://loinc.org/36130-3/	LOINC 36130-3 — MR Shoulder - left Arthrogram
Abdomen multiple incidences	https://loinc.org/30704-1/	LOINC 30704-1 — US Abdomen limited
Basin - pre-op assessment	https://loinc.org/34876-3/	LOINC 34876-3 — Surgery Preoperative evaluation and ...
Cardiac echo	https://loinc.org/59282-4/	LOINC 59282-4 — Stress cardiac echo study report
Echo Joint puncture	https://loinc.org/	LOINC: Home
Right hand	https://loinc.org/	LOINC: Home
Cine deglutition with another professional	https://loinc.org/72227-2/	LOINC 72227-2 — Surgical operation note - recommended C ...
Chest CT without contrast (including adrenals)	https://loinc.org/29252-4/	LOINC 29252-4 — CT Chest WO contrast
Head CT with contrast	https://loinc.org/30799-1/	LOINC 30799-1 — CT Head WO contrast
Manipulation of column images 1 quarter hour C +	https://loinc.org/	LOINC: Home
Import CD external images	https://loinc.org/kb/license/	Knowledge Base – LOINC
Right thumb -1st finger	https://loinc.org/65695-9/	LOINC 65695-9 — Finger taps - right [UPDRS]
MRI right shoulder without contrast	https://loinc.org/36528-8/	LOINC 36528-8 — MR Shoulder - right WO contrast
Left collarbone	https://loinc.org/82682-6/	LOINC 82682-6 — CT Clavicle - left WO contrast
Arthro and sacroiliac infiltration under fluoroscopy	https://loinc.org/	LOINC: Home
Pyelic stone extraction (and dilation)	https://loinc.org/	LOINC: Home
Echo obst. 13 and over. 1 fetus + endo	https://www.renown.org/wp-content/uploads/Pricing-Transparency-Final-PDF-Version-12.31.18.pdf	Description CPT(R)/HCPCS Billing Code Charge Effective 01 ...
Complete column	https://loinc.org/get-started/loinc-term-basics/	LOINC Term Basics – LOINC
Angio Biopsy / Thoracic cytology	https://loinc.org/35906-7/	LOINC 35906-7 — CT Guidance for biopsy of Thoracic spine
Lime breakage extraction	https://loinc.org/	LOINC: Home
CT dorsal spine without contrast	https://loinc.org/44113-9/	LOINC 44113-9 — CT Thoracic spine WO and W contrast IT
Extraction (and dilation) lumbar ureter calculus	https://loinc.org/	LOINC: Home
Verification of the venous catheter position inj. cont.	https://loinc.org/	LOINC: Home
Left foot and / or heel	https://loinc.org/	LOINC: Home
Massive facial CT with contrast	https://loinc.org/30801-5/	LOINC 30801-5 — CT Maxillofacial region W contrast IV
